match_id,match_id,TEAM_ID,season
22000749,22000749,1610612739,2020
22000749,22000749,1610612748,2020
22000750,22000750,1610612750,2020
22000750,22000750,1610612755,2020
22000751,22000751,1610612754,2020
22000751,22000751,1610612759,2020
22000752,22000752,1610612753,2020
22000752,22000752,1610612762,2020
22000753,22000753,1610612760,2020
22000753,22000753,1610612757,2020
22000754,22000754,1610612749,2020
22000754,22000754,1610612758,2020
22000737,22000737,1610612744,2020
22000737,22000737,1610612761,2020
22000738,22000738,1610612745,2020
22000738,22000738,1610612738,2020
22000739,22000739,1610612742,2020
22000739,22000739,1610612752,2020
22000740,22000740,1610612766,2020
22000740,22000740,1610612754,2020
22000741,22000741,1610612750,2020
22000741,22000741,1610612763,2020
22000742,22000742,1610612737,2020
22000742,22000742,1610612740,2020
22000743,22000743,1610612741,2020
22000743,22000743,1610612762,2020
22000744,22000744,1610612760,2020
22000744,22000744,1610612756,2020
22000745,22000745,1610612749,2020
22000745,22000745,1610612757,2020
22000746,22000746,1610612747,2020
22000746,22000746,1610612758,2020
22000179,22000179,1610612764,2020
22000179,22000179,1610612765,2020
22000731,22000731,1610612755,2020
22000731,22000731,1610612739,2020
22000732,22000732,1610612766,2020
22000732,22000732,1610612751,2020
22000733,22000733,1610612744,2020
22000733,22000733,1610612748,2020
22000734,22000734,1610612753,2020
22000734,22000734,1610612740,2020
22000735,22000735,1610612737,2020
22000735,22000735,1610612759,2020
22000736,22000736,1610612743,2020
22000736,22000736,1610612746,2020
22000721,22000721,1610612757,2020
22000721,22000721,1610612765,2020
22000722,22000722,1610612748,2020
22000722,22000722,1610612754,2020
22000723,22000723,1610612742,2020
22000723,22000723,1610612738,2020
22000724,22000724,1610612745,2020
22000724,22000724,1610612751,2020
22000725,22000725,1610612762,2020
22000725,22000725,1610612763,2020
22000726,22000726,1610612752,2020
22000726,22000726,1610612750,2020
22000727,22000727,1610612761,2020
22000727,22000727,1610612760,2020
22000728,22000728,1610612758,2020
22000728,22000728,1610612759,2020
22000729,22000729,1610612749,2020
22000729,22000729,1610612747,2020
22000730,22000730,1610612741,2020
22000730,22000730,1610612756,2020
22000718,22000718,1610612766,2020
22000718,22000718,1610612764,2020
22000719,22000719,1610612755,2020
22000719,22000719,1610612743,2020
22000171,22000171,1610612737,2020
22000171,22000171,1610612756,2020
22000720,22000720,1610612753,2020
22000720,22000720,1610612746,2020
22000707,22000707,1610612754,2020
22000707,22000707,1610612764,2020
22000708,22000708,1610612740,2020
22000708,22000708,1610612738,2020
22000709,22000709,1610612750,2020
22000709,22000709,1610612751,2020
22000710,22000710,1610612748,2020
22000710,22000710,1610612752,2020
22000711,22000711,1610612761,2020
22000711,22000711,1610612765,2020
22000712,22000712,1610612763,2020
22000712,22000712,1610612745,2020
22000713,22000713,1610612742,2020
22000713,22000713,1610612760,2020
22000714,22000714,1610612758,2020
22000714,22000714,1610612759,2020
22000715,22000715,1610612739,2020
22000715,22000715,1610612762,2020
22000716,22000716,1610612741,2020
22000716,22000716,1610612744,2020
22000717,22000717,1610612749,2020
22000717,22000717,1610612746,2020
22000703,22000703,1610612756,2020
22000703,22000703,1610612766,2020
22000704,22000704,1610612757,2020
22000704,22000704,1610612761,2020
22000705,22000705,1610612737,2020
22000705,22000705,1610612743,2020
22000706,22000706,1610612753,2020
22000706,22000706,1610612747,2020
22000694,22000694,1610612765,2020
22000694,22000694,1610612764,2020
22000695,22000695,1610612752,2020
22000695,22000695,1610612749,2020
22000696,22000696,1610612745,2020
22000696,22000696,1610612750,2020
22000697,22000697,1610612741,2020
22000697,22000697,1610612759,2020
22000698,22000698,1610612742,2020
22000698,22000698,1610612740,2020
22000699,22000699,1610612738,2020
22000699,22000699,1610612760,2020
22000700,22000700,1610612763,2020
22000700,22000700,1610612762,2020
22000701,22000701,1610612755,2020
22000701,22000701,1610612746,2020
22000702,22000702,1610612739,2020
